id,question,response,category,topic,row_type,source_url,note
1380,Class question: Is Physical Planning Unit part of YABATECH services?,Physical Planning Unit is listed as one of the service units on the official YABATECH website.,units,Physical Planning Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1381,Is SERVICOM Unit a YABATECH unit?,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1382,Help me answer: Is SERVICOM Unit a YABATECH unit? for students,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1383,Can you explain: Is SERVICOM Unit a YABATECH unit? briefly,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1384,Tell me about SERVICOM Unit at YABATECH,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1385,Help me answer: Tell me about SERVICOM Unit at YABATECH in simple terms,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1386,Please answer: Tell me about SERVICOM Unit at YABATECH for admission learners,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1387,Which category is SERVICOM Unit under?,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1388,Help me answer: Which category is SERVICOM Unit under? today,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1389,Please answer: Which category is SERVICOM Unit under? briefly,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1390,Does YABATECH list SERVICOM Unit?,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1391,Quick question: Does YABATECH list SERVICOM Unit? today,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1392,Please answer: Does YABATECH list SERVICOM Unit? on YABATECH website,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1393,YABATECH SERVICOM Unit information,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
1394,YABATECH SERVICOM Unit information in simple terms,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1395,"In simple words, YABATECH SERVICOM Unit information as a chatbot response",SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,generated_variation,https://www.yabatech.edu.ng/,derived from official site fact; verify before public deployment
1396,What is SERVICOM Unit in YABATECH?,SERVICOM Unit is listed as one of the service units on the official YABATECH website.,units,SERVICOM Unit,official_fact,https://www.yabatech.edu.ng/,current as checked on 2026-05-12
